simulation,RandomForest_acc,RandomForest_features,XGBoost_acc,XGBoost_features,LassoNet_acc,LassoNet_features,LASSO_QUT_acc,LASSO_QUT_features,HarderLASSO_QUT_acc,HarderLASSO_QUT_features,LASSO_CV_acc,LASSO_CV_features,linear_LASSO_QUT_acc,linear_LASSO_QUT_features,linear_HarderLASSO_QUT_acc,linear_HarderLASSO_QUT_features
28,0.9833333333333332,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9333333333333332,"1,2,6,9,10,11,12",0.9833333333333332,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.95,"0,6,11,12",0.9333333333333332,"6,9,12",0.9833333333333332,"0,1,2,3,6,9,10,11,12",0.9666666666666668,"0,9,11,12",0.8333333333333334,"6,9"
29,0.95,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9666666666666668,"0,1,4,5,6,9,10,12",0.95,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.95,"0,6,10,11,12",0.85,"10,12",0.9333333333333332,"0,1,2,3,4,5,6,7,9,10,11,12",0.9,"0,9,10,11,12",0.9,"0,6"
30,1.0,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9833333333333332,"0,2,3,4,6,8,9,10,11,12",0.9833333333333332,"0,1,2,3,4,5,6,8,9,10,11,12",0.95,"0,6,10,11,12",0.8833333333333333,"0,11",0.9833333333333332,"0,1,2,3,6,7,8,9,10,11,12",0.8833333333333333,"0,10,11,12",0.9166666666666666,"0,6"
31,0.9833333333333332,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9666666666666668,"2,6,9,11,12",0.9666666666666668,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9166666666666666,"0,6,10,11,12",0.9,"0,6",0.9833333333333332,"0,1,2,3,6,9,10,11,12",0.9,"0,10,11,12",0.9166666666666666,"0,6"
32,0.95,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.95,"0,1,4,6,9,10,11,12",0.9166666666666666,"0,1,2,3,4,6,8,9,10,11,12",0.9666666666666668,"0,6,10,11,12",0.8333333333333334,"6,12",0.95,"0,1,2,3,6,7,8,9,10,11,12",0.8833333333333333,"0,9,10,11,12",0.9,"0,6"
33,1.0,"0,1,2,3,4,5,6,7,8,9,10,11,12",1.0,"0,1,4,5,6,9,10,12",0.9833333333333332,"0,1,2,3,6,8,9,10,11,12",0.9833333333333332,"0,6,10,11,12",0.9666666666666668,"0,6",0.9833333333333332,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9666666666666668,"0,6,9,10,11,12",0.95,"0,6"
34,0.9833333333333332,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9833333333333332,"0,1,6,9,10,11,12",0.9666666666666668,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9333333333333332,"0,6,10,11,12",0.9333333333333332,"0,6",0.9666666666666668,"0,1,2,3,4,6,7,8,9,10,11,12",0.95,"0,6,9,11,12",0.85,"0,6"
35,1.0,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9833333333333332,"1,4,6,8,9,11,12",0.9833333333333332,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9666666666666668,"0,6,10,11,12",0.9166666666666666,"6,10,12",1.0,"0,1,2,3,6,9,10,11,12",0.95,"0,9,11,12",0.9,"0,6"
36,0.9833333333333332,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9833333333333332,"6,9,10,11,12",0.9666666666666668,"0,1,2,3,4,5,6,7,8,9,10,11,12",1.0,"0,6,10,11,12",0.95,"6,9,12",0.9666666666666668,"0,1,2,3,6,9,10,11,12",0.95,"0,9,11,12",0.9333333333333332,"0,6"
37,0.95,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.95,"1,4,5,6,9,10,12",1.0,"0,1,2,3,5,6,8,9,10,11,12",0.9833333333333332,"0,6,10,11,12",0.8333333333333334,"6,12",0.9833333333333332,"0,1,2,4,5,6,7,8,9,10,11,12",0.9666666666666668,"0,9,10,11,12",0.8333333333333334,"6,12"
38,0.9833333333333332,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9833333333333332,"1,5,6,9,10,11,12",0.9666666666666668,"0,1,2,3,4,6,8,9,10,11,12",0.9666666666666668,"0,6,10,11,12",0.9166666666666666,"6,12",0.9666666666666668,"0,1,2,3,4,6,7,9,10,11,12",0.9666666666666668,"0,9,10,11,12",0.9,"11,12"
39,1.0,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.95,"1,4,6,9,12",0.9833333333333332,"0,1,2,3,4,6,7,8,9,10,11,12",0.9666666666666668,"0,6,9,10,11,12",0.9,"6,12",0.9666666666666668,"0,1,2,3,6,7,9,10,11,12",0.9666666666666668,"0,9,11,12",0.8833333333333333,"6,12"
40,0.9833333333333332,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9833333333333332,"0,1,4,6,8,9,11,12",0.95,"0,2,6,9,10,11,12",0.9833333333333332,"0,6,10,11,12",0.9166666666666666,"0,6",0.95,"0,1,2,6,9,10,11,12",0.9,"0,11,12",0.9,"0,6"
41,0.9666666666666668,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9666666666666668,"1,5,6,9,10,11,12",0.9833333333333332,"0,1,2,3,4,6,8,9,10,11,12",0.9333333333333332,"0,6,10,11,12",0.9,"6,12",0.9833333333333332,"0,1,2,3,6,9,10,11,12",0.9666666666666668,"0,9,11,12",0.9166666666666666,"0,6"
42,0.9833333333333332,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9833333333333332,"0,1,6,9,10,11,12",0.9666666666666668,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.95,"0,6,10,11,12",0.8666666666666667,"0,6",0.9833333333333332,"0,1,2,3,6,8,9,10,11,12",0.9166666666666666,"0,9,10,11,12",0.8833333333333333,"0,6"
43,0.9666666666666668,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9833333333333332,"0,1,4,6,9,10,12",0.9666666666666668,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.95,"0,6,10,11,12",0.8833333333333333,"0,6",0.9833333333333332,"0,1,2,3,4,6,7,9,10,11,12",0.95,"0,9,10,11,12",0.9,"0,6"
44,0.9833333333333332,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9833333333333332,"1,5,6,9,12",0.9666666666666668,"0,1,2,3,4,6,7,8,9,10,11,12",0.9666666666666668,"0,6,10,11,12",0.9333333333333332,"0,6",0.9333333333333332,"0,1,2,3,4,6,7,8,9,10,11,12",0.9833333333333332,"0,6,9,11,12",0.8833333333333333,"6,12"
45,0.9666666666666668,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9666666666666668,"1,6,9,12",0.95,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9666666666666668,"0,6,10,11,12",0.9,"0,6",0.9666666666666668,"0,1,2,3,4,6,7,8,9,10,11,12",0.9833333333333332,"0,6,9,10,11,12",0.8666666666666667,"0,6"
46,0.95,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9333333333333332,"1,4,6,9,11,12",0.95,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9666666666666668,"0,6,10,11,12",0.9,"0,6",0.95,"0,1,2,6,9,10,11,12",0.9833333333333332,"0,6,9,10,11,12",0.9333333333333332,"6,9,12"
47,0.9666666666666668,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9666666666666668,"0,1,3,6,9,10,11,12",0.9666666666666668,"0,1,2,3,6,9,10,11,12",0.9666666666666668,"0,6,10,11,12",0.8833333333333333,"0,11",0.9833333333333332,"0,1,2,3,6,9,10,11,12",0.9166666666666666,"0,10,11,12",0.8666666666666667,"0,10"
48,0.9666666666666668,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9833333333333332,"0,1,4,6,9,10,11,12",1.0,"0,1,2,3,6,8,9,10,11,12",0.9833333333333332,"0,6,10,11,12",0.9166666666666666,"0,6",0.9666666666666668,"0,1,2,3,6,7,8,9,10,11,12",0.9666666666666668,"0,9,10,11,12",0.9333333333333332,"0,6"
49,0.9833333333333332,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9833333333333332,"0,1,2,4,5,6,9,10,11,12",1.0,"0,2,3,5,6,8,9,10,11,12",0.9666666666666668,"0,6,10,11,12",0.9166666666666666,"0,6",0.9833333333333332,"0,1,2,6,7,9,10,11,12",0.9333333333333332,"0,10,11,12",0.9166666666666666,"0,6"
