simulation,RandomForest_acc,RandomForest_features,XGBoost_acc,XGBoost_features,LassoNet_acc,LassoNet_features,LASSO_QUT_acc,LASSO_QUT_features,HarderLASSO_QUT_acc,HarderLASSO_QUT_features,LASSO_CV_acc,LASSO_CV_features,linear_LASSO_QUT_acc,linear_LASSO_QUT_features,linear_HarderLASSO_QUT_acc,linear_HarderLASSO_QUT_features
33,0.9204320035265594,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9285871721401808,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.918007493938726,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.925281022702226,"1,2,4,5,6,10,12,14,15",0.922415693189332,"1,4,5,10,12,15",0.919329953713908,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9160238042759532,"0,2,4,5,6,10,12,13,15",0.9133788847255896,"0,2,4,5,10,12,13"
34,0.923738152964514,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9288075821027112,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.9239585629270444,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.922415693189332,"0,1,6,10,11,12,14,15",0.9272647123649989,"4,5,6,10,12,15",0.9248402027771656,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9226361031518624,"0,2,4,5,6,10,12,13,15",0.9199911836014988,"0,2,4,5,10,12,13"
35,0.9272647123649989,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.931011681728014,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.922195283226802,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9241789728895746,"1,2,4,5,6,10,12,14,15",0.925281022702226,"1,4,5,10,12,15",0.9272647123649989,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9226361031518624,"0,2,3,4,5,6,10,12,13,15",0.9184483138637868,"0,2,4,5,10,12,13"
36,0.9243993828521048,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9305708618029536,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.9263830725148776,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.92814635221512,"1,2,4,5,6,10,12,14,15",0.9197707736389684,"1,4,5,10,12",0.9272647123649989,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9243993828521048,"0,2,4,5,6,10,12,13,15",0.9210932334141504,"2,4,5,6,10,12,13"
37,0.9206524134890895,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9235177430019836,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.920211593564029,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9228565131143928,"1,2,6,10,12,14,15",0.9235177430019836,"1,4,5,10,12,15",0.9261626625523474,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9197707736389684,"0,2,4,5,6,10,12,13,15",0.9182279039012564,"2,4,5,6,10,12,13"
38,0.915803394313423,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9217544633017412,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.9153625743883624,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9105135552126956,"0,1,6,10,11,12,14,15",0.9052237161119684,"4,5,6,10,12",0.9171258540886048,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.910733965175226,"0,2,4,5,6,10,12,13,15",0.9067665858496804,"2,4,5,6,10,12,13"
39,0.9248402027771656,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9285871721401808,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.9228565131143928,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9259422525898172,"1,2,4,10,11,12,14,15",0.9274851223275292,"1,4,5,10,12,15",0.9248402027771656,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.923738152964514,"0,2,4,5,6,10,12,13,15",0.9191095437513775,"2,4,5,6,10,12,13"
40,0.9184483138637868,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9177870839761956,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.9188891337888472,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.920211593564029,"1,2,4,6,10,11,12,14,15",0.9235177430019836,"1,4,5,10,12,15",0.9191095437513775,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9166850341635442,"0,2,4,5,6,10,12,13,15",0.9138197046506502,"2,4,5,6,10,12,13"
41,0.9235177430019836,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9274851223275292,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.9235177430019836,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.922415693189332,"0,1,2,4,5,6,10,12,14,15",0.9235177430019836,"1,4,5,10,12,15",0.9241789728895746,"0,1,2,3,4,5,6,8,9,10,11,12,13,14,15",0.9235177430019836,"0,2,3,4,5,6,10,12,13,15",0.920211593564029,"0,2,4,5,10,12,13"
42,0.9210932334141504,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9246197928146352,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.923738152964514,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9217544633017412,"1,2,4,6,10,12,14,15",0.9226361031518624,"1,4,5,10,12,15",0.922415693189332,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9191095437513775,"0,2,4,5,6,10,12,13,15",0.9191095437513775,"2,4,5,6,10,12,13"
43,0.925281022702226,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9270443024024686,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.9228565131143928,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9243993828521048,"0,1,2,4,5,6,10,12,14,15",0.9246197928146352,"1,4,5,10,12,15",0.9235177430019836,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9199911836014988,"0,2,4,5,6,10,12,13,15",0.9184483138637868,"2,4,5,6,10,12,13"
44,0.9257218426272869,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9272647123649989,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.9226361031518624,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9239585629270444,"1,2,4,5,6,10,12,14,15",0.9248402027771656,"1,4,5,10,12,15",0.9268238924399382,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9210932334141504,"0,2,4,5,6,10,12,13,15",0.920211593564029,"2,4,5,6,10,12,13"
45,0.9191095437513775,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9199911836014988,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.9197707736389684,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9155829843508928,"1,2,6,10,11,12,14,15",0.919329953713908,"1,4,5,10,12,15",0.9153625743883624,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9171258540886048,"0,2,4,5,6,10,12,13,15",0.912938064800529,"2,4,5,6,10,12,13"
46,0.9217544633017412,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.926603482477408,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.9255014326647564,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9228565131143928,"0,1,2,6,10,11,12,14,15",0.9217544633017412,"1,4,5,10,12,15",0.9263830725148776,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9197707736389684,"0,2,4,5,6,10,12,13,15",0.92087282345162,"2,4,5,6,10,12,13"
47,0.9184483138637868,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9217544633017412,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.922415693189332,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.915142164425832,"1,2,4,5,6,10,12,14,15",0.9166850341635442,"1,4,5,10,12,15",0.9241789728895746,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9175666740136654,"0,2,4,5,6,10,12,13,15",0.9116156050253472,"2,4,5,6,10,12,13"
48,0.9246197928146352,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9268238924399382,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.9255014326647564,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9226361031518624,"0,1,2,4,6,10,12,14,15",0.9277055322900596,"1,4,5,10,12,15",0.9255014326647564,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9213136433766806,"0,2,4,5,6,10,12,13,15",0.915803394313423,"2,4,5,6,10,12,13"
49,0.9241789728895746,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9279259422525898,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.9279259422525898,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9246197928146352,"1,2,6,10,12,14,15",0.92814635221512,"1,4,5,10,12,15",0.9296892219528324,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9268238924399382,"0,2,4,5,6,10,12,13,15",0.922195283226802,"0,2,4,5,10,12,13"
