simulation,RandomForest_mse,RandomForest_features,XGBoost_mse,XGBoost_features,LassoNet_mse,LassoNet_features,LASSO_QUT_mse,LASSO_QUT_features,HarderLASSO_QUT_mse,HarderLASSO_QUT_features
37,4.878247705459379,"4,29,37",3.777686729171925,"4,37",0.0534320630500696,"1,3,4,6,7,8,9,10,12,13,14,15,18,19,20,24,25,31,32,36,37,38,41,43,44,46",0.0258008323102838,"4,37",0.0092592733306616,"4,37"
38,3.5024523070942295,"2,27,38",3.3811654274875873,"2,38",0.0793655048795956,"2,5,10,14,21,22,24,25,26,27,35,36,37,38,39,40,43,44",0.0143286143535147,"2,38",0.0046191818490781,"2,38"
39,3.240810918620725,"0,3",5.2651560329644,"0,3,31",0.0863207429886377,"0,2,3,6,8,12,15,16,21,22,23,25,26,29,33,34,36,37,41,43,47",0.0184527311236627,"0,3",0.0053228131110346,"0,3"
40,2.7791346854010537,"6,26",3.0784463945402485,"6,26",0.0665151910684484,"2,5,6,7,8,9,16,17,18,26,28,29,32,33,34,36,38,43,44,47,48,49",0.0084705815208801,"6,26",0.0114771162400136,"6,26"
41,3.046786687808363,"2,20",3.6336822370850537,"2,20",0.1068316049720415,"2,4,6,7,9,13,16,20,25,29,31,33,35,38,41,42,43,49",0.0104125701044181,"2,20",0.0120447355789199,"2,20"
42,4.791731042417187,"2,35,43",5.254770338704447,"2,43,44",0.0840765030738676,"1,2,3,5,8,9,10,11,12,13,16,17,18,20,21,22,23,25,27,28,33,34,35,36,39,40,42,43,44,45,47,48",0.0103979509153826,"2,43",0.0053759131804121,"2,43"
43,2.9049042303055685,"23,42",3.274889810264728,"23,42",0.0501500882779384,"0,23,36,42",0.0211009563562979,"23,42",0.0150985922622631,"23,42"
44,4.992732686573085,"3,13,39",5.631473197555511,"3,13,35,39",0.1088364562878665,"0,2,3,8,10,11,12,13,15,16,17,18,19,20,23,25,26,28,29,30,33,34,36,40,43,44,45,47",0.0110440547698385,"3,13",0.0154928773651795,"3,13"
45,3.693353440638173,"12,32,44",3.7078302315159033,"12,44",0.0755393457047573,"1,4,8,10,12,19,20,31,32,33,44,46,48",0.0239972368645762,"12,44",0.0162204094643199,"12,44"
46,2.9343218934530135,"4,14",4.218692979199874,"4,14",0.10649703738149,"0,3,4,6,7,10,12,14,16,20,21,22,28,29,31,32,33,36,38,40,44,45,46",0.0089198489908109,"4,14",0.0109867503070929,"4,14"
47,4.067781515562954,"4,37",3.0276962474977,"4,37",0.1020994566624726,"0,2,3,4,6,11,12,13,14,15,17,24,25,26,28,29,30,31,34,36,37,40,42,44,45",0.0083556402705717,"4,37",0.0094597035417158,"4,37"
48,3.6755157378706103,"6,18,30",3.080186199026344,"6,18,48",0.1264091135878879,"0,1,4,6,10,14,15,16,18,20,24,27,31,34,36,38,39,40,45",0.0195094986455438,"6,18",0.0305621786304172,"6,18"
49,2.8292749622447837,"9,19",2.784422050416131,"9,19",0.0864419053059859,"0,1,2,4,5,6,7,8,9,11,12,13,14,15,16,18,19,20,21,25,28,31,32,34,37,39,40,45,47,49",0.0304192593828165,"9,19",0.0076791256803916,"9,19"
50,4.456625323616084,"21,34,47",3.725005830645492,"21,47",0.0462003726288154,"1,2,9,14,15,16,19,21,22,25,26,28,29,33,34,35,36,37,42,43,47,48,49",0.0318135497896185,"21,47",0.0108640476878482,"21,47"
51,6.5005531322263,"4,5,8,34,37,49",3.328567123161528,"5,8",0.0777600665037409,"2,3,5,8,20,24,26,28,29,33,35,41,42,43,47,48",0.0129634590212026,"5,8",0.0092229994765553,"5,8"
52,2.8081613846601905,"29,43,46",3.202011417628095,"29,46",0.1166886602021284,"7,8,13,14,16,20,21,27,29,30,31,35,38,39,46,48",0.00663857988955,"29,46",0.0040486988160248,"29,46"
53,2.9260464868066456,"25,48",3.542657692844693,"25,48",0.1370510350916356,"3,4,8,12,16,19,23,25,28,32,33,41,44,46,47,48",0.0058628461248793,"25,48",0.0073641548553457,"25,48"
54,3.877899895957724,"8,12,26",4.775852327721367,"12,26,49",0.1325502563500896,"2,3,4,7,10,12,16,17,23,26,27,29,31,33,41,42,43,46",0.0107182207587154,"12,26",0.0140987062551563,"12,26"
55,5.1491411741456,"10,12,32,44",4.174599322770554,"12,44",0.1152767756826072,"0,7,10,12,18,19,20,21,26,36,37,44,49",0.0073303148133413,"12,44",0.0062054625544286,"12,44"
56,6.41113676990182,"3,16,29,37,49",3.758509227110808,"16,29,37",0.1268543401064301,"0,2,3,5,6,7,8,9,10,12,13,15,16,17,18,21,22,24,25,27,28,29,30,31,32,33,36,37,41,42,44,45,47,49",0.0087655195425323,"16,37",0.0117503709302935,"16,37"
57,4.6534364709963345,"7,12,47",3.635633213384633,"7,47",0.1106303252918366,"0,2,3,5,6,7,11,13,14,17,18,19,20,22,23,24,25,26,27,28,30,31,32,33,34,35,36,38,39,41,44,46,47,48",0.0141556524966099,"7,47",0.0129361971755476,"7,47"
58,3.3479158276172964,"0,22",5.226506423041243,"0,22,49",0.085214583890311,"0,6,7,13,14,22,24,25,35,36,38,39,42,43,45,47,48",0.0176624627160684,"0,22",0.0126548128133031,"0,22"
59,2.880310613075005,"6,14",3.338988398910228,"6,14",0.1151943468185605,"1,2,3,5,6,8,9,12,13,14,16,18,19,22,24,25,26,27,30,31,32,34,36,37,38,39,40,41,42,43,46,48,49",0.0201656378474408,"6,14",0.0076750155814738,"6,14"
60,4.215980470715426,"5,8,11,40",3.412699537841952,"5,11,40",0.1149747526613969,"2,5,8,9,10,11,12,14,15,16,17,19,21,22,24,26,27,30,32,36,37,38,40,42,43,45,46,48,49",0.014954522483663,"5,11",0.014336976290853,"5,11"
61,2.673931622593997,"7,10",3.1947560410528415,"7,10",0.1049986390964954,"1,7,8,9,10,23,25,30,32,44,46",0.0164971679387037,"7,10",0.016105805280882,"7,10"
62,2.9368002759212293,"24,48",3.6470890330354,"24,48",0.100507546716392,"0,2,3,7,8,9,12,15,16,17,18,19,21,22,23,24,25,26,27,28,31,33,34,35,36,37,45,46,48",0.0140728005899474,"24,48",0.0154405291798531,"24,48"
63,4.368733402091602,"1,9,32",3.3166869256748353,"1,9",0.0560141039582298,"0,1,9,11,15,16,17,18,20,21,23,24,25,27,28,29,32,39,41,42,43,45,46,47",0.0138080766367522,"1,9",0.0030458616959271,"1,9"
64,3.0681037143795313,"20,21",4.019765304023589,"20,21",0.1032065716846336,"9,16,19,20,21,22,24,27,31,41,43,44",0.0136551009816705,"20,21",0.0120243302031,"20,21"
65,4.761554498036332,"0,10,31,32",4.234397266854512,"0,31,37",0.0846608628274863,"0,8,9,11,12,14,19,22,26,27,31,34,37,40,42,46,47,48",0.0271426336991472,"0,31",0.0106907569273178,"0,31"
66,4.0006705647638725,"14,18,31",3.4784467829954138,"18,31",0.1551831080146351,"1,4,5,10,18,21,22,23,24,26,29,31,34,36",0.0086933096080928,"18,31",0.0252507420411481,"18,31"
67,2.4028948608559806,"1,16",3.75644867269712,"1,16",0.0530942697685512,"0,1,5,12,13,16,18,19,26,30,33,35,39,42,44,46,47",0.0388559662764012,"1,16",0.020160441749199,"1,16"
68,3.9861723544406704,"12,34",5.668115243719558,"10,12,34,41",0.1429287244043028,"1,4,12,22,30,34,45,47,49",0.0037123637756024,"12,34",0.0034669311719949,"12,34"
69,2.9434540155436832,"15,34",5.101561732176431,"15,34,43",0.0956453546121986,"1,5,15,17,18,29,34,36,37,49",0.0059824269460945,"15,34",0.0031560782948491,"15,34"
70,2.6596290858618676,"23,39",3.2996913868640427,"23,39",0.1146321803758395,"6,8,13,17,18,23,25,33,39,43,45",0.0142647728763489,"23,39",0.0066871787090737,"23,39"
71,3.5344681127103756,"12,27",4.875141069284708,"12,27,30",0.0300717225359587,"0,2,4,5,9,10,11,12,16,21,24,25,27,30,32,35,41,43,45,46,47",0.021763480965875,"12,27",0.0115660531878759,"12,27"
72,2.091093943953447,"32,43",2.8724154255854244,"32,43",0.1043799146103776,"2,4,6,7,8,9,11,13,14,17,18,19,20,21,22,24,25,28,29,31,32,34,36,38,39,41,42,43,45,46,49",0.0118132815568945,"32,43",0.007896662842511,"32,43"
73,3.729654537893263,"9,38",4.4172886932983895,"9,38",0.086701112041017,"2,9,17,18,20,21,22,26,28,29,33,38,39,41,42,46,48",0.0189121208135306,"9,38",0.0156034246215473,"9,38"
74,5.40485922735869,"31,33,37,38,45",3.015478048279205,"31,37",0.1059680982525084,"3,4,5,6,7,8,9,10,13,14,18,19,20,21,22,26,27,28,29,31,33,36,37,38,39,41,42,43,44,46,47,48,49",0.0232369157737636,"31,37",0.0297145862452845,"31,37"
75,4.137875088549577,"6,22,47",3.986407994042004,"6,47",0.0903641987100597,"3,5,6,11,14,17,20,21,27,28,35,36,44,47,49",0.0111526032354128,"6,47",0.0089653816718511,"6,47"
76,4.018243693430229,"8,32,33",3.30704686208173,"8,33",0.0781181721447265,"2,4,5,6,8,13,15,16,21,22,27,30,31,33,37,38,42,43,46,48",0.021181112320566,"8,33",0.0064791541604426,"8,33"
77,4.296758403231911,"1,14,43",4.996066322839763,"1,14",0.0997386686200721,"0,1,4,7,9,10,11,13,14,15,20,24,26,28,29,31,33,39,42,44,48,49",0.0074316757826323,"1,14",0.007368785072417,"1,14"
78,7.140089008655279,"5,8,34,37,49",2.766994708537969,"5,8",0.0760648676895794,"3,5,6,7,8,10,11,12,14,16,17,19,20,22,26,28,30,31,33,34,36,37,39,42,43,44,46,49",0.0501985844818181,"5,8",0.0159695458212089,"5,8"
79,2.1524122692635963,"8,36",3.143938283153907,"8,36",0.0897294848103195,"8,13,24,35,36,48",0.0068787517494042,"8,36",0.0020466413904719,"8,36"
80,5.954115799782905,"8,10,20,39,42",4.282164406946647,"10,20",0.0653032409208923,"1,6,8,10,11,16,18,19,20,21,23,26,27,29,33,34,37,38,40,42,44,45,47,48",0.0196130210773615,"10,20",0.0085200876555294,"10,20"
81,2.870631072085216,"28,31",3.5798627067548994,"28,31",0.0743199632003845,"1,2,7,8,9,12,13,14,15,16,17,18,19,21,22,23,27,28,30,31,32,35,36,37,38,39,46",0.0046317904590773,"28,31",0.0079697412212329,"28,31"
82,3.136451945751527,"12,39",3.177636324640939,"12,39",0.0867127336297342,"0,7,8,11,12,14,20,21,23,24,28,35,36,39,42,45,46",0.0140028791360156,"12,39",0.0112274809830782,"12,39"
83,3.206896735593312,"0,1,5",3.2941865636684153,"0,5",0.0670885790496647,"0,1,4,5,7,8,9,10,16,18,19,20,27,28,32,34,39,41,42,46,47",0.0458422080609404,"0,5",0.0335466460369157,"0,5"
84,4.315229381788384,"6,28,38",2.9336657462543605,"28,38",0.1368547497729228,"0,1,4,8,9,10,12,13,15,16,18,19,21,22,23,25,27,28,31,32,33,35,36,37,38,40,41,42,44,45,46,47,49",0.0331677701084395,"28,38",0.0205796450465746,"28,38"
85,4.31692305449985,"30,33,40,46",3.067813374761023,"30,46",0.0680923485814823,"4,5,8,10,11,13,14,15,18,20,21,24,25,27,30,32,33,36,42,46,47,48",0.0137737691126745,"30,46",0.0067045728889083,"30,46"
86,2.8988709860065667,"1,38",3.615361319326094,"1,38",0.1100539318927721,"0,1,3,4,5,7,9,10,11,12,15,16,17,21,22,23,26,29,30,32,35,38,40,41,43,45,46,47",0.0187688859469202,"1,38",0.0184783655360564,"1,38"
87,2.775700460407674,"41,42",4.466570493095455,"29,41,42",0.1380310324260172,"4,7,11,12,16,23,25,31,41,42,46",0.0215574614200065,"41,42",0.02368181873303,"41,42"
88,3.3765080533898817,"2,3",4.428697460320392,"2,3",0.0675681478795059,"1,2,3,8,20,22,26,31,34,37,44,49",0.018343435947904,"2,3",0.0099863617481058,"2,3"
89,3.017321292414229,"12,14",4.328407274126157,"12,14,30",0.0827914522651926,"5,8,10,11,12,14,15,16,20,25,27,30,34,35,37,44,46,47,49",0.0249314122346674,"12,14",0.0140646948383049,"12,14"
90,5.167821969379553,"19,32,40",3.8896779239981942,"19,40",0.0864920337705027,"3,8,10,12,14,15,18,19,26,28,29,34,38,39,40,49",0.0244705140701547,"19,40",0.0145006604586746,"19,40"
91,2.681709936958302,"20,41",4.074178431865082,"20,41",0.1125247157623425,"1,5,7,8,10,13,14,15,16,18,19,20,21,22,23,24,26,27,30,32,35,36,39,40,41,42,46,48,49",0.0128864949159352,"20,41",0.0122563179196619,"20,41"
92,2.69884797745605,"29,30",3.1264558171854486,"29,30",0.0811831662299559,"0,2,8,12,13,14,17,18,21,22,24,29,30,32,33,35,40,41,46,47,49",0.0119286426901347,"29,30",0.0108411132787871,"29,30"
93,4.717037951950748,"11,35,37",4.431192907936426,"11,37,49",0.0817697496593306,"6,8,11,13,16,21,22,24,28,30,34,35,36,37,38,41,44",0.0031862432793417,"11,37",0.0051496304705731,"11,37"
94,3.7334404240405576,"11,20",4.922176467921101,"11,20",0.0894486131011108,"1,2,5,6,8,9,10,11,12,13,18,19,20,21,23,24,26,28,29,30,31,35,37,38,39,42,43,44,45,46,47,48,49",0.0136810538923436,"11,20",0.0070456809942017,"11,20"
95,2.5555885470906032,"24,35",3.50127175184185,"24,35",0.0654075693887752,"2,16,19,20,23,24,29,30,35,48",0.0113513430183284,"24,35",0.0070839896033909,"24,35"
96,3.2638717795637335,"11,26",3.6658740648382953,"11,26,46",0.1193911151200585,"0,2,6,10,11,16,18,20,24,25,26,28,29,39,41,44,46",0.0200115418278478,"11,26",0.0199741208332844,"11,26"
97,2.7791220738168585,"15,48",3.6154051151084134,"15,48",0.0563175813706538,"6,9,12,13,14,15,20,21,22,23,24,26,27,29,31,32,33,37,38,41,45,48",0.0179065347721696,"15,48",0.0082764474594624,"15,48"
98,2.853227488773371,"24,48",3.173191679173308,"24,48",0.0881152910629001,"0,4,6,13,15,16,18,22,23,24,26,28,32,33,35,36,37,39,40,41,42,48",0.0090168166003558,"24,48",0.0085842641897255,"24,48"
99,4.387489475077521,"10,12,32,44",3.2332349076716556,"12,44",0.0879941361159386,"1,3,4,5,7,8,9,11,12,14,17,20,21,23,24,25,30,32,33,35,38,40,41,44,49",0.0178215808457985,"12,44",0.0113678089754086,"12,44"
100,4.364599336690124,"2,6,36,41",3.968995687481957,"2,6",0.1540360727843308,"1,2,3,6,8,10,13,14,15,19,21,24,26,27,29,30,31,32,34,35,37,41,45,46",0.0223156254587187,"2,6",0.0256287155377347,"2,6"
101,3.9869323090055966,"9,46",4.792834058564116,"9,46",0.0752021276626461,"0,2,3,4,5,9,13,14,24,26,27,30,31,33,34,36,37,38,40,45,46,49",0.0493581094282446,"9,46",0.0266328356470178,"9,46"
102,4.152078997515106,"12,31",4.646187430543687,"12,31",0.0872641603609525,"1,4,8,10,12,18,24,31,35,36,39,40,41,49",0.0051632391610127,"12,31",0.0077079552878955,"12,31"
103,3.729300093710299,"2,10,43",4.50802920394561,"2,10",0.0728869546487587,"2,4,9,10,11,15,23,30,32,37,40,42,44,45,48,49",0.0272153529919805,"2,10",0.0140500585813681,"2,10"
104,1.7820973532589388,"5,33",2.8689229067077195,"5,33",0.095194962899071,"0,2,5,16,18,19,20,21,23,29,33,34,40,43,44,46,47,49",0.0035458893949252,"5,33",0.0030903417732036,"5,33"
105,2.756369041198455,"37,48",3.5623044034728997,"37,48",0.1064350816708623,"1,15,17,18,20,21,26,29,30,32,34,36,37,38,40,41,42,45,48",0.0188833241284881,"37,48",0.0207476255611836,"37,48"
106,8.008129563056963,"4,17,21,22,49",5.745614755080119,"4,22,49",0.0760598882120542,"1,2,3,4,5,7,9,10,12,14,15,19,20,21,22,24,27,29,30,33,36,38,39,41,42,45,48,49",0.0269042677792905,"4,22",0.0162458617449636,"4,22"
107,2.79192333818891,"13,33",4.508552455579775,"13,25,33",0.1249688424971855,"4,5,9,11,13,14,15,23,29,33,35,36,37,38,44",0.0150001364496569,"13,33",0.0164134282699104,"13,33"
108,2.8343391639795943,"3,10",3.930834162963187,"3,10",0.0899449303258115,"3,7,10,12,13,24,26,32,34,37,45",0.0191483951051259,"3,10",0.0130688384338111,"3,10"
109,2.9653099981661866,"2,36",5.577784803513998,"2,9,35,36,45",0.0886536062668424,"1,2,3,6,10,12,17,21,22,23,29,31,32,34,36,40,43,45,47",0.019713287061209,"2,36",0.0179515090521335,"2,36"
110,3.400086964487086,"12,21,24",3.45516754000654,"21,24",0.0621015135967633,"2,3,8,21,24,26,29,34,41,43,46,47",0.0447394689344962,"21,24",0.0261443639110757,"21,24"
111,2.923018156132577,"12,17",3.973813209210298,"12,17",0.1457054964460718,"1,12,17,19,22,25,26,28,30,39,42,43,46,48,49",0.0155521613597966,"12,17",0.0248714275653338,"12,17"
112,4.402247904578825,"9,16,33,48",4.713551300451679,"9,16,48",0.0713473744540457,"4,6,7,9,10,11,12,14,15,16,17,18,22,23,25,26,28,29,31,36,38,41,43,44,45,48",0.0034560146370782,"9,16",0.0033238302610349,"9,16"
113,4.337723339213744,"9,22",4.70530154607399,"9,22",0.1647118773801432,"2,3,5,6,7,9,11,13,14,15,17,18,19,21,22,23,28,29,30,33,35,36,38,39,43,44,46",0.015455870442444,"9,22",0.0210278597239273,"9,22"
114,2.4873327737454964,"27,44",5.017653007554569,"27,31,44",0.1502973036515849,"0,1,2,4,5,7,8,9,14,15,17,19,20,22,23,24,25,26,27,30,33,34,35,36,38,39,41,42,43,44,46,47,48",0.0248936765895352,"27,44",0.0242094361330522,"27,44"
115,3.7395385719156473,"13,32",3.731510098250653,"13,32",0.0847488614937736,"3,11,13,15,16,17,18,25,26,32,33,35,38,39,49",0.0111678537399003,"13,32",0.0037031424319452,"13,32"
116,5.1179593234164615,"16,22,30,45,46",4.4132081912694225,"22,30,45",0.059657889332111,"1,3,7,10,11,12,15,16,18,19,20,21,22,29,31,34,37,38,39,40,42,43,44,45,46,47",0.025267637119109,"22,45",0.0168602102037018,"22,45"
117,2.991670541004219,"35,39",3.256196065624628,"35,39",0.0793716857105632,"11,12,14,21,29,31,32,35,39,41,43,44,47,49",0.0176978335137831,"35,39",0.0175731533953605,"35,39"
118,2.7124876049230062,"5,28",2.763146720994329,"5,28",0.1290424616376033,"5,7,8,9,10,15,16,18,20,21,22,25,26,27,28,29,30,32,33,35,39,44,47,49",0.0098119714177067,"5,28",0.0127661585631374,"5,28"
119,2.97982754766806,"15,25",2.8624488683574456,"15,25",0.0847322321613327,"0,1,3,5,6,7,8,9,10,11,13,14,15,16,18,19,20,21,22,24,25,27,28,30,31,32,34,35,37,40,41,42,43,44,45,47,48,49",0.0157175735225153,"15,25",0.0120121119762551,"15,25"
120,3.2653175065750233,"17,18,22,47",3.025420485792569,"17,18",0.0483017759328238,"5,10,17,18,21,24,32,33,43,46,47",0.0164767825004197,"17,18",0.0112242869908894,"17,18"
121,4.393055128505577,"3,7,28",3.915165858808883,"7,28",0.1194518179775359,"3,4,5,7,9,10,14,21,25,27,28,29,31,32,33,34,36,37,39,43,46,48",0.0155671046506002,"7,28",0.029159727754595,"7,28"
122,2.475611086234847,"21,39",2.9259595100266846,"21,39",0.0508183947183159,"4,5,10,15,21,28,32,35,36,38,39,42,43,48",0.0177011535145808,"21,39",0.0086088324488121,"21,39"
123,3.880500878789913,"23,25,37",2.9699164808034455,"25,37",0.1168928191461831,"3,9,12,13,18,25,26,29,31,33,35,37,38,40,44,46",0.0272778489184577,"25,37",0.0268814730931615,"25,37"
124,4.166755536357139,"17,25,40",3.0937890792707834,"17,25",0.069257654589233,"2,3,8,9,12,13,14,16,17,18,22,25,29,31,34,38,41,43,44,47",0.0120906416432858,"17,25",0.0091255896741838,"17,25"
125,3.623155501280746,"4,5,8",3.340291218733058,"4,8",0.1009340170181759,"4,6,8,19,30,33,38,39,40,41,45",0.0285671005632878,"4,8",0.0140966577861124,"4,8"
